
Organizers 	 O
Afghanistan 	 COU
. 	 O

Iraqi 	 O
officials 	 O
say 	 O
a 	 O
car 	 O
bomb 	 O
in 	 O
central 	 O
Baghdad 	 CIT
has 	 O
killed 	 O
at 	 O
least 	 O
14 	 O
people 	 O
and 	 O
wounded 	 O
at 	 O
least 	 O
64 	 O
others 	 O
. 	 O
They 	 O
say 	 O
a 	 O
woman 	 O
and 	 O
a 	 O
child 	 O
are 	 O
among 	 O
the 	 O
dead 	 O
from 	 O
Friday 	 O
's 	 O
blast 	 O
in 	 O
a 	 O
crowded 	 O
market 	 O
. 	 O
In 	 O
other 	 O
developments 	 O
, 	 O
the 	 O
U.S. 	 ORG
military 	 ORG
says 	 O
coalition 	 O
forces 	 O
killed 	 O
five 	 O
militants 	 O
and 	 O
detained 	 O
14 	 O
suspects 	 O
during 	 O
operations 	 O
against 	 O
al-Qaida 	 ORG
in 	 O
Iraq 	 COU
. 	 O
Officials 	 O
say 	 O
the 	 O
raid 	 O
in 	 O
Muqdadiyah 	 CIT
targeted 	 O
individuals 	 O
associated 	 O
with 	 O
a 	 O
network 	 O
involved 	 O
in 	 O
numerous 	 O
engagements 	 O
with 	 O
coalition 	 O
forces 	 O
. 	 O
The 	 O
military 	 O
says 	 O
coalition 	 O
forces 	 O
also 	 O
conducted 	 O
operations 	 O
near 	 O
Salman 	 CIT
Pak 	 CIT
, 	 O
Samarra 	 CIT
and 	 O
Baghdad 	 CIT
. 	 O

Two 	 O
powerful 	 O
explosions 	 O
have 	 O
ripped 	 O
apart 	 O
a 	 O
vehicle 	 O
belonging 	 O
to 	 O
a 	 O
prominent 	 O
Venezuela 	 COU
prosecutor 	 O
. 	 O
Witnesses 	 O
say 	 O
the 	 O
two 	 O
blasts 	 O
destroyed 	 O
Deputy 	 PER
Attorney 	 PER
General 	 PER
Danilo 	 PER
Anderson 	 PER
's 	 O
truck 	 O
as 	 O
it 	 O
drove 	 O
through 	 O
a 	 O
neighborhood 	 O
in 	 O
western 	 O
Caracas 	 CIT
late 	 O
Thursday 	 O
. 	 O
Venezuelan 	 COU
officials 	 O
say 	 O
investigators 	 O
are 	 O
trying 	 O
to 	 O
determine 	 O
if 	 O
the 	 O
charred 	 O
body 	 O
found 	 O
inside 	 O
the 	 O
vehicle 	 O
is 	 O
Mr. 	 O
Anderson 	 PER
. 	 O
Mr. 	 PER
Anderson 	 O
was 	 O
preparing 	 O
a 	 O
case 	 O
against 	 O
nearly 	 O
400 	 O
people 	 O
allegedly 	 O
involved 	 O
in 	 O
the 	 O
April 	 O
2002 	 O
rebellion 	 O
that 	 O
briefly 	 O
ousted 	 O
populist 	 O
president 	 O
Hugo 	 PER
Chavez 	 PER
. 	 O

The 	 O
traditional 	 O
Christmas 	 O
shopping 	 O
season 	 O
in 	 O
the 	 O
U.S. 	 COU
kicked 	 O
off 	 O
in 	 O
surprising 	 O
fashion 	 O
this 	 O
past 	 O
weekend 	 O
. 	 O
But 	 O
, 	 O
some 	 O
analysts 	 O
say 	 O
the 	 O
brief 	 O
spending 	 O
spree 	 O
will 	 O
not 	 O
be 	 O
enough 	 O
to 	 O
boost 	 O
retail 	 O
profits 	 O
or 	 O
spare 	 O
the 	 O
industry 	 O
from 	 O
the 	 O
weakest 	 O
holiday 	 O
sales 	 O
in 	 O
decades 	 O
. 	 O
As 	 O
Carolyn 	 PER
Presutti 	 PER
reports 	 O
, 	 O
the 	 O
gains 	 O
came 	 O
at 	 O
the 	 O
expense 	 O
of 	 O
stores 	 O
that 	 O
slashed 	 O
prices 	 O
to 	 O
lure 	 O
shoppers 	 O
. 	 O

Police 	 ORG
in 	 O
Washington 	 CIT
briefly 	 O
closed 	 O
the 	 O
landmark 	 O
Washington 	 ENT
Monument 	 ENT
Friday 	 O
because 	 O
of 	 O
a 	 O
bomb 	 O
threat 	 O
. 	 O
Authorities 	 O
evacuated 	 O
the 	 O
monument 	 ENT
and 	 O
the 	 O
surrounding 	 O
area 	 O
after 	 O
the 	 O
threat 	 O
was 	 O
phoned 	 O
in 	 O
to 	 O
Washington 	 CIT
police 	 ORG
. 	 O
An 	 O
official 	 O
with 	 O
the 	 O
National 	 ORG
Park 	 ORG
Police 	 ORG
declined 	 O
in 	 O
a 	 O
television 	 O
interview 	 O
to 	 O
elaborate 	 O
on 	 O
the 	 O
threat 	 O
to 	 O
the 	 O
170-meter 	 O
tall 	 O
monument 	 ENT
, 	 O
which 	 O
is 	 O
a 	 O
popular 	 O
tourist 	 O
attraction 	 O
on 	 O
the 	 O
National 	 ENT
Mall 	 ENT
near 	 O
the 	 O
White 	 ORG
House 	 ORG
. 	 O

During 	 O
the 	 O
17th 	 O
century 	 O
, 	 O
the 	 O
archipelago 	 NAT
was 	 O
divided 	 O
into 	 O
two 	 O
territorial 	 O
units 	 O
, 	 O
one 	 O
English 	 O
and 	 O
the 	 O
other 	 O
Danish 	 O
. 	 O
Sugarcane 	 O
, 	 O
produced 	 O
by 	 O
slave 	 O
labor 	 O
, 	 O
drove 	 O
the 	 O
islands 	 O
' 	 O
economy 	 O
during 	 O
the 	 O
18th 	 O
and 	 O
early 	 O
19th 	 O
centuries 	 O
. 	 O
In 	 O
1917 	 O
, 	 O
the 	 O
US 	 COU
purchased 	 O
the 	 O
Danish 	 O
portion 	 O
, 	 O
which 	 O
had 	 O
been 	 O
in 	 O
economic 	 O
decline 	 O
since 	 O
the 	 O
abolition 	 O
of 	 O
slavery 	 O
in 	 O
1848 	 O
. 	 O

Two 	 O
important 	 O
new 	 O
studies 	 O
show 	 O
tightly 	 O
managing 	 O
blood 	 O
sugar 	 O
helps 	 O
diabetics 	 O
avoid 	 O
many 	 O
of 	 O
the 	 O
complications 	 O
of 	 O
the 	 O
disease 	 O
including 	 O
kidney 	 O
problems 	 O
and 	 O
heart 	 O
disease 	 O
. 	 O
One 	 O
study 	 O
focused 	 O
on 	 O
Type 	 O
Two 	 O
diabetes 	 O
. 	 O
The 	 O
other 	 O
, 	 O
funded 	 O
by 	 O
the 	 O
Juvenile 	 ORG
Diabetes 	 ORG
Foundation 	 ORG
, 	 O
gives 	 O
hope 	 O
to 	 O
those 	 O
with 	 O
Type 	 O
One 	 O
. 	 O
VOA 	 ORG
's 	 O
Carol 	 O
Pearson 	 O
reports 	 O
. 	 O

A 	 O
bad 	 O
economy 	 O
can 	 O
impact 	 O
people 	 O
's 	 O
health 	 O
as 	 O
well 	 O
as 	 O
their 	 O
wealth 	 O
. 	 O
Carol 	 PER
Pearson 	 PER
reports 	 O
on 	 O
the 	 O
impact 	 O
plunging 	 O
stock 	 O
markets 	 O
are 	 O
having 	 O
on 	 O
Americans 	 O
. 	 O

China 	 COU
says 	 O
a 	 O
recent 	 O
outbreak 	 O
of 	 O
avian 	 O
flu 	 O
in 	 O
the 	 O
northwestern 	 O
Xinjiang 	 NAT
region 	 NAT
has 	 O
killed 	 O
nearly 	 O
5,000 	 O
birds 	 O
. 	 O
Official 	 O
Chinese 	 COU
news 	 ORG
agency 	 ORG
Xinhua 	 ORG
reported 	 O
Friday 	 O
that 	 O
authorities 	 O
killed 	 O
29,000 	 O
birds 	 O
to 	 O
control 	 O
the 	 O
outbreak 	 O
in 	 O
the 	 O
city 	 O
of 	 O
Turpan 	 CIT
. 	 O
On 	 O
Thursday 	 O
, 	 O
a 	 O
government 	 O
laboratory 	 O
confirmed 	 O
the 	 O
presence 	 O
in 	 O
poultry 	 O
of 	 O
the 	 O
deadly 	 O
H5N1 	 O
strain 	 O
of 	 O
the 	 O
virus 	 O
. 	 O
Bird 	 O
flu 	 O
outbreaks 	 O
were 	 O
reported 	 O
also 	 O
this 	 O
week 	 O
in 	 O
Bangladesh 	 COU
, 	 O
Israel 	 COU
and 	 O
Vietnam 	 COU
. 	 O
The 	 O
World 	 ORG
Health 	 ORG
Organization 	 ORG
says 	 O
the 	 O
virus 	 O
has 	 O
killed 	 O
more 	 O
than 	 O
200 	 O
people 	 O
worldwide 	 O
. 	 O

A 	 O
leftist 	 O
Colombian 	 O
guerrilla 	 O
leader 	 O
has 	 O
been 	 O
killed 	 O
in 	 O
a 	 O
clash 	 O
with 	 O
military 	 O
troops 	 O
in 	 O
the 	 O
South 	 O
American 	 O
country 	 O
. 	 O
Officials 	 O
say 	 O
Humberto 	 PER
Valbuena 	 PER
, 	 O
a 	 O
unit 	 O
commander 	 O
for 	 O
the 	 O
Revolutionary 	 ORG
Armed 	 ORG
Forces 	 ORG
of 	 ORG
Colombia 	 ORG
, 	 O
or 	 O
FARC 	 ORG
, 	 O
was 	 O
killed 	 O
Monday 	 O
in 	 O
the 	 O
remote 	 O
jungles 	 NAT
of 	 O
Caqueta 	 COU
state 	 COU
. 	 O
At 	 O
least 	 O
three 	 O
other 	 O
rebels 	 O
were 	 O
killed 	 O
in 	 O
the 	 O
clash 	 O
. 	 O
Colombia 	 COU
's 	 O
long-running 	 O
conflict 	 O
pits 	 O
FARC 	 ORG
and 	 O
a 	 O
smaller 	 O
leftist 	 O
rebel 	 O
group 	 O
against 	 O
government 	 O
forces 	 O
and 	 O
right-wing 	 O
paramilitary 	 O
fighters 	 O
. 	 O
Thousands 	 O
of 	 O
people 	 O
are 	 O
killed 	 O
annually 	 O
in 	 O
the 	 O
conflict 	 O
. 	 O

The 	 O
blast 	 O
occurred 	 O
at 	 O
8 	 O
:20 	 O
am 	 O
as 	 O
President 	 O
Rugova 	 PER
's 	 O
motorcade 	 O
was 	 O
headed 	 O
to 	 O
a 	 O
meeting 	 O
with 	 O
European 	 ORG
Union 	 ORG
foreign 	 O
policy 	 O
chief 	 O
Javier 	 PER
Solana 	 PER
. 	 O
There 	 O
was 	 O
no 	 O
one 	 O
seriously 	 O
injured 	 O
. 	 O
One 	 O
person 	 O
was 	 O
injured 	 O
. 	 O
The 	 O
president 	 O
was 	 O
not 	 O
injured 	 O
. 	 O
There 	 O
was 	 O
flying 	 O
glass 	 O
and 	 O
a 	 O
shop 	 O
window 	 O
was 	 O
blown 	 O
out 	 O
. 	 O
And 	 O
the 	 O
police 	 O
are 	 O
saying 	 O
that 	 O
was 	 O
apparently 	 O
detonated 	 O
by 	 O
remote 	 O
control 	 O
. 	 O
Mr. 	 PER
Rugova 	 PER
went 	 O
on 	 O
with 	 O
his 	 O
regular 	 O
schedule 	 O
and 	 O
said 	 O
that 	 O
this 	 O
proves 	 O
that 	 O
there 	 O
are 	 O
still 	 O
elements 	 O
that 	 O
want 	 O
to 	 O
destabilize 	 O
Kosovo 	 COU

Iraqi 	 O
officials 	 O
say 	 O
Turkish 	 O
warplanes 	 O
have 	 O
bombed 	 O
targets 	 O
in 	 O
the 	 O
Kurdish 	 COU
autonomous 	 COU
region 	 COU
of 	 O
northern 	 O
Iraq 	 COU
, 	 O
wounding 	 O
one 	 O
civilian 	 O
. 	 O
The 	 O
officials 	 O
say 	 O
Turkey 	 COU
bombed 	 O
the 	 O
village 	 O
of 	 O
Sidakan 	 CIT
near 	 O
the 	 O
Iranian 	 COU
border 	 O
Saturday 	 O
. 	 O
There 	 O
was 	 O
no 	 O
immediate 	 O
confirmation 	 O
of 	 O
the 	 O
strike 	 O
from 	 O
the 	 O
Turkish 	 ORG
military 	 ORG
. 	 O
Clashes 	 O
between 	 O
Turks 	 O
and 	 O
Kurds 	 O
have 	 O
increased 	 O
since 	 O
the 	 O
Kurdistan 	 ORG
Workers 	 ORG
' 	 ORG
Party 	 ORG
, 	 O
or 	 O
PKK 	 ORG
, 	 O
called 	 O
off 	 O
a 	 O
yearlong 	 O
cease-fire 	 O
in 	 O
June 	 O
. 	 O
The 	 O
group 	 O
cited 	 O
repeated 	 O
Turkish 	 ORG
military 	 ORG
attacks 	 O
for 	 O
ending 	 O
the 	 O
truce 	 O
. 	 O
The 	 O
PKK 	 ORG
is 	 O
fighting 	 O
for 	 O
Kurdish 	 O
autonomy 	 O
in 	 O
southeastern 	 O
Turkey 	 COU
, 	 O
and 	 O
has 	 O
bases 	 O
in 	 O
northern 	 O
Iraq 	 COU
. 	 O

Subsistence 	 O
fishing 	 O
and 	 O
commercial 	 O
trawling 	 O
occur 	 O
within 	 O
refuge 	 O
waters 	 O
. 	 O

Millions 	 O
of 	 O
Americans 	 O
could 	 O
lose 	 O
their 	 O
homes 	 O
this 	 O
year 	 O
and 	 O
in 	 O
2009 	 O
as 	 O
foreclosures 	 O
across 	 O
the 	 O
United 	 COU
States 	 COU
are 	 O
occurring 	 O
at 	 O
the 	 O
highest 	 O
rate 	 O
in 	 O
decades 	 O
. 	 O
At 	 O
the 	 O
beginning 	 O
of 	 O
the 	 O
year 	 O
, 	 O
the 	 O
number 	 O
of 	 O
homes 	 O
facing 	 O
foreclosure 	 O
jumped 	 O
more 	 O
than 	 O
57 	 O
percent 	 O
compared 	 O
to 	 O
a 	 O
year 	 O
ago 	 O
. 	 O
The 	 O
foreclosure 	 O
crisis 	 O
is 	 O
worsening 	 O
despite 	 O
ongoing 	 O
efforts 	 O
by 	 O
some 	 O
lenders 	 O
and 	 O
the 	 O
federal 	 ORG
government 	 ORG
to 	 O
help 	 O
borrowers 	 O
manage 	 O
the 	 O
mortgage 	 O
payments 	 O
on 	 O
their 	 O
homes 	 O
. 	 O
VOA 	 ORG
's 	 O
Chris 	 PER
Simkins 	 PER
reports 	 O
on 	 O
how 	 O
one 	 O
organization 	 O
is 	 O
helping 	 O
people 	 O
save 	 O
their 	 O
homes 	 O
. 	 O

Bermuda 	 COU
was 	 O
first 	 O
settled 	 O
in 	 O
1609 	 O
by 	 O
shipwrecked 	 O
English 	 O
colonists 	 O
headed 	 O
for 	 O
Virginia 	 COU
. 	 O
Tourism 	 O
to 	 O
the 	 O
island 	 O
to 	 O
escape 	 O
North 	 O
American 	 O
winters 	 O
first 	 O
developed 	 O
in 	 O
Victorian 	 O
times 	 O
. 	 O
Tourism 	 O
continues 	 O
to 	 O
be 	 O
important 	 O
to 	 O
the 	 O
island 	 O
's 	 O
economy 	 O
, 	 O
although 	 O
international 	 O
business 	 O
has 	 O
overtaken 	 O
it 	 O
in 	 O
recent 	 O
years 	 O
. 	 O
Bermuda 	 COU
has 	 O
developed 	 O
into 	 O
a 	 O
highly 	 O
successful 	 O
offshore 	 O
financial 	 O
center 	 O
. 	 O
Although 	 O
a 	 O
referendum 	 O
on 	 O
independence 	 O
from 	 O
the 	 O
UK 	 COU
was 	 O
soundly 	 O
defeated 	 O
in 	 O
1995 	 O
, 	 O
the 	 O
present 	 O
government 	 O
has 	 O
reopened 	 O
debate 	 O
on 	 O
the 	 O
issue 	 O
. 	 O

Iranian 	 O
President 	 O
Mahmoud 	 PER
Ahmadinejad 	 PER
is 	 O
reported 	 O
to 	 O
have 	 O
called 	 O
Israel 	 COU
the 	 O
" 	 O
flag 	 O
of 	 O
Satan 	 O
. 	 O
" 	 O
The 	 O
state-run 	 O
IRNA 	 ORG
news 	 ORG
agency 	 ORG
says 	 O
the 	 O
Iranian 	 O
leader 	 O
made 	 O
the 	 O
comment 	 O
to 	 O
a 	 O
religious 	 O
conference 	 O
. 	 O
It 	 O
quotes 	 O
him 	 O
saying 	 O
that 	 O
when 	 O
the 	 O
philosophy 	 O
of 	 O
a 	 O
state 	 O
is 	 O
in 	 O
question 	 O
, 	 O
it 	 O
may 	 O
be 	 O
on 	 O
the 	 O
path 	 O
to 	 O
decline 	 O
and 	 O
dissolution 	 O
. 	 O
Mr. 	 PER
Ahmadinejad 	 PER
sparked 	 O
international 	 O
outrage 	 O
in 	 O
2005 	 O
when 	 O
he 	 O
said 	 O
Israel 	 COU
should 	 O
be 	 O
wiped 	 O
off 	 O
the 	 O
map 	 O
. 	 O
He 	 O
has 	 O
also 	 O
called 	 O
the 	 O
Holocaust 	 O
a 	 O
myth 	 O
. 	 O

Some 	 O
fishing 	 O
takes 	 O
place 	 O
in 	 O
adjacent 	 O
waters 	 O
. 	 O
There 	 O
is 	 O
a 	 O
potential 	 O
source 	 O
of 	 O
income 	 O
from 	 O
harvesting 	 O
finfish 	 ANI
and 	 O
krill 	 ANI
. 	 O
The 	 O
islands 	 O
receive 	 O
income 	 O
from 	 O
postage 	 O
stamps 	 O
produced 	 O
in 	 O
the 	 O
UK 	 COU
, 	 O
sale 	 O
of 	 O
fishing 	 O
licenses 	 O
, 	 O
and 	 O
harbor 	 O
and 	 O
landing 	 O
fees 	 O
from 	 O
tourist 	 O
vessels 	 O
. 	 O
Tourism 	 O
from 	 O
specialized 	 O
cruise 	 O
ships 	 O
is 	 O
increasing 	 O
rapidly 	 O
. 	 O

The 	 O
Afghan 	 COU
government 	 O
and 	 O
the 	 O
United 	 ORG
Nations 	 ORG
refugee 	 O
agency 	 O
have 	 O
pledged 	 O
to 	 O
strengthen 	 O
efforts 	 O
to 	 O
resettle 	 O
returnees 	 O
and 	 O
people 	 O
inside 	 O
the 	 O
country 	 O
displaced 	 O
by 	 O
violence 	 O
. 	 O
The 	 O
pledge 	 O
came 	 O
after 	 O
a 	 O
high-profile 	 O
visit 	 O
to 	 O
the 	 O
country 	 O
this 	 O
week 	 O
by 	 O
the 	 O
head 	 O
of 	 O
U.N. 	 ORG
High 	 O
Commissioner 	 O
for 	 O
Refugees 	 O
, 	 O
Antonio 	 PER
Guterres 	 PER
. 	 O
As 	 O
VOA 	 ORG
's 	 O
Ravi 	 O
Khanna 	 O
reports 	 O
, 	 O
the 	 O
U.N. 	 ORG
official 	 O
wants 	 O
the 	 O
international 	 O
community 	 O
to 	 O
do 	 O
more 	 O
to 	 O
resettle 	 O
Afghan 	 COU
refugees 	 O
. 	 O

This 	 O
year 	 O
, 	 O
the 	 O
price 	 O
of 	 O
oil 	 O
has 	 O
soared 	 O
, 	 O
in 	 O
recent 	 O
weeks 	 O
reaching 	 O
a 	 O
new 	 O
high 	 O
of 	 O
$ 	 O
135 	 O
a 	 O
barrel 	 O
. 	 O
This 	 O
has 	 O
sparked 	 O
protests 	 O
in 	 O
many 	 O
countries 	 O
, 	 O
including 	 O
Britain 	 COU
, 	 O
where 	 O
truck 	 O
drivers 	 O
recently 	 O
blocked 	 O
roads 	 O
in 	 O
several 	 O
cities 	 O
to 	 O
protest 	 O
the 	 O
price 	 O
of 	 O
fuel 	 O
. 	 O
For 	 O
some 	 O
, 	 O
the 	 O
high 	 O
cost 	 O
of 	 O
fuel 	 O
has 	 O
prompted 	 O
more 	 O
creativity 	 O
. 	 O
A 	 O
growing 	 O
number 	 O
of 	 O
motorists 	 O
are 	 O
making 	 O
their 	 O
own 	 O
bio-diesel 	 O
with 	 O
recycled 	 O
cooking 	 O
oil 	 O
. 	 O
It 	 O
's 	 O
only 	 O
cheaper 	 O
, 	 O
but 	 O
greener 	 O
too 	 O
. 	 O
Catherine 	 PER
Drew 	 PER
visited 	 O
a 	 O
course 	 O
near 	 O
Oxford 	 CIT
, 	 O
England 	 COU
to 	 O
see 	 O
how 	 O
it 	 O
is 	 O
done 	 O
. 	 O

Russian 	 O
authorities 	 O
and 	 O
witnesses 	 O
say 	 O
a 	 O
suspected 	 O
bomb 	 O
exploded 	 O
Sunday 	 O
in 	 O
a 	 O
McDonald 	 ORG
's 	 ORG
restaurant 	 O
on 	 O
St. 	 CIT
Petersburg 	 CIT
's 	 O
main 	 O
street 	 O
, 	 O
injuring 	 O
six 	 O
people 	 O
. 	 O
The 	 O
blast 	 O
shattered 	 O
windows 	 O
and 	 O
caused 	 O
part 	 O
of 	 O
the 	 O
restaurant 	 O
's 	 O
ceiling 	 O
to 	 O
cave 	 O
in 	 O
. 	 O
None 	 O
of 	 O
the 	 O
injuries 	 O
are 	 O
said 	 O
to 	 O
be 	 O
serious 	 O
. 	 O
The 	 O
blast 	 O
occurred 	 O
along 	 O
Nevsky 	 O
Prospekt 	 O
. 	 O
Police 	 ORG
closed 	 O
down 	 O
part 	 O
of 	 O
St. 	 CIT
Petersburg 	 CIT
's 	 O
main 	 O
street 	 O
while 	 O
they 	 O
carried 	 O
it 	 O
their 	 O
investigation 	 O
. 	 O
A 	 O
car 	 O
bombing 	 O
of 	 O
a 	 O
Moscow 	 CIT
McDonald 	 ORG
's 	 ORG
by 	 O
Muslim 	 O
extremists 	 O
in 	 O
2002 	 O
killed 	 O
one 	 O
person 	 O
and 	 O
wounded 	 O
seven 	 O
. 	 O

India 	 COU
has 	 O
suspended 	 O
railway 	 O
service 	 O
to 	 O
and 	 O
from 	 O
Pakistan 	 COU
in 	 O
the 	 O
wake 	 O
of 	 O
the 	 O
assassination 	 O
of 	 O
former 	 O
Pakistani 	 O
Prime 	 O
Minister 	 O
Benazir 	 PER
Bhutto 	 PER
. 	 O
Officials 	 O
in 	 O
New 	 CIT
Delhi 	 CIT
did 	 O
not 	 O
say 	 O
when 	 O
the 	 O
service 	 O
would 	 O
be 	 O
restored 	 O
. 	 O
Authorities 	 O
are 	 O
concerned 	 O
that 	 O
violence 	 O
by 	 O
angry 	 O
Bhutto 	 PER
supporters 	 O
in 	 O
Pakistan 	 COU
will 	 O
spill 	 O
across 	 O
the 	 O
border 	 O
into 	 O
India 	 COU
. 	 O
Militants 	 O
have 	 O
targeted 	 O
trains 	 O
in 	 O
the 	 O
past 	 O
, 	 O
including 	 O
the 	 O
fatal 	 O
firebombing 	 O
of 	 O
a 	 O
Pakistan-bound 	 O
train 	 O
in 	 O
India 	 COU
earlier 	 O
this 	 O
year 	 O
. 	 O
Sixty-eight 	 O
people 	 O
were 	 O
killed 	 O
in 	 O
that 	 O
February 	 O
attack 	 O
. 	 O

Leatherback 	 ANI
turtles 	 ANI
fascinate 	 O
ocean 	 O
researchers 	 O
. 	 O
The 	 O
largest 	 O
of 	 O
sea 	 ANI
turtles 	 ANI
roams 	 O
the 	 O
world 	 O
's 	 O
oceans 	 NAT
, 	 O
nesting 	 O
and 	 O
feeding 	 O
in 	 O
coastal 	 NAT
regions 	 NAT
. 	 O
Scientists 	 O
say 	 O
leatherbacks 	 ANI
have 	 O
been 	 O
doing 	 O
so 	 O
for 	 O
at 	 O
least 	 O
65 	 O
million 	 O
years 	 O
. 	 O
But 	 O
little 	 O
else 	 O
is 	 O
known 	 O
to 	 O
researchers 	 O
about 	 O
this 	 O
species 	 O
, 	 O
other 	 O
than 	 O
their 	 O
numbers 	 O
are 	 O
dwindling 	 O
. 	 O
Recently 	 O
, 	 O
U.S. 	 ORG
National 	 ORG
Oceanic 	 ORG
and 	 https://en.wikipedia.org/wiki/National_Oceanic_and_Atmospheric_Administration
Atmospheric 	 ORG
Administration 	 ORG
scientists 	 O
strapped 	 O
a 	 O
transmitter 	 O
on 	 O
one 	 O
and 	 O
were 	 O
amazed 	 O
by 	 O
what 	 O
they 	 O
found 	 O
. 	 O
Paul 	 PER
Sisco 	 PER
has 	 O
more 	 O
. 	 O

In 	 O
Africa 	 COU
, 	 O
elephant 	 ANI
conservation 	 O
has 	 O
always 	 O
been 	 O
threatened 	 O
by 	 O
the 	 O
illegal 	 O
ivory 	 O
trade 	 O
. 	 O
This 	 O
spring 	 O
there 	 O
was 	 O
another 	 O
new 	 O
threat 	 O
to 	 O
the 	 O
elephants 	 ANI
when 	 O
South 	 COU
Africa 	 COU
lifted 	 O
its 	 O
13-year 	 O
ban 	 O
against 	 O
culling 	 O
. 	 O
Officials 	 O
announced 	 O
plans 	 O
to 	 O
thin 	 O
the 	 O
herds 	 O
by 	 O
5,000 	 O
. 	 O
Yet 	 O
, 	 O
animal 	 O
advocates 	 O
argue 	 O
that 	 O
elephants 	 ANI
are 	 O
an 	 O
endangered 	 O
species 	 O
. 	 O
VOA 	 ORG
's 	 O
Carolyn 	 PER
Turner 	 PER
reports 	 O
on 	 O
the 	 O
background 	 O
of 	 O
the 	 O
ivory 	 O
politics 	 O
. 	 O

The 	 ORG
World 	 ORG
Health 	 ORG
Organization 	 ORG
estimates 	 O
that 	 O
at 	 O
least 	 O
seven 	 O
and 	 O
a 	 O
half 	 O
million 	 O
people 	 O
die 	 O
every 	 O
year 	 O
from 	 O
heart 	 O
disease 	 O
. 	 O
Women 	 O
and 	 O
men 	 O
are 	 O
equally 	 O
at 	 O
risk 	 O
, 	 O
especially 	 O
as 	 O
they 	 O
age 	 O
. 	 O
Yet 	 O
most 	 O
research 	 O
on 	 O
the 	 O
effectiveness 	 O
of 	 O
a 	 O
routine 	 O
heart 	 O
procedure 	 O
called 	 O
cardiac 	 O
catheterization 	 O
has 	 O
been 	 O
done 	 O
on 	 O
men 	 O
. 	 O
VOA 	 O
's 	 O
Melinda 	 PER
Smith 	 PER
has 	 O
more 	 O
on 	 O
a 	 O
recent 	 O
study 	 O
which 	 O
shows 	 O
this 	 O
procedure 	 O
can 	 O
also 	 O
benefit 	 O
women 	 O
. 	 O
Some 	 O
Video 	 O
Courtesy 	 O
- 	 O
Journal 	 ENT
Of 	 ENT
The 	 ENT
American 	 ENT
Medical 	 ENT
Association 	 ENT

United 	 O
Nations 	 O
peacekeeping 	 O
troops 	 O
in 	 O
Haiti 	 COU
have 	 O
surrounded 	 O
the 	 O
residence 	 O
of 	 O
ousted 	 O
President 	 O
Jean-Bertrand 	 PER
Aristide 	 PER
, 	 O
threatening 	 O
to 	 O
forcefully 	 O
evict 	 O
demobilized 	 O
soldiers 	 O
who 	 O
have 	 O
seized 	 O
the 	 O
compound 	 O
. 	 O
Haiti 	 COU
's 	 O
interim 	 O
government 	 O
has 	 O
ordered 	 O
the 	 O
rebels 	 O
out 	 O
of 	 O
the 	 O
compound 	 O
in 	 O
the 	 O
suburb 	 O
of 	 O
Tabarre 	 CIT
. 	 O
The 	 O
government 	 O
said 	 O
Thursday 	 O
U.N. 	 O
troops 	 O
will 	 O
do 	 O
whatever 	 O
is 	 O
necessary 	 O
to 	 O
clear 	 O
the 	 O
residence 	 O
. 	 O
The 	 O
ex-soldiers 	 O
- 	 O
who 	 O
helped 	 O
lead 	 O
the 	 O
three-week 	 O
rebellion 	 O
that 	 O
ousted 	 O
Mr. 	 PER
Aristide 	 PER
in 	 O
February 	 O
- 	 O
moved 	 O
into 	 O
the 	 O
compound 	 O
on 	 O
Wednesday 	 O
. 	 O
Mr. 	 PER
Aristide 	 PER
is 	 O
in 	 O
exile 	 O
in 	 O
South 	 COU
Africa 	 COU
. 	 O

The 	 O
U.S. 	 ORG
military 	 ORG
in 	 O
Afghanistan 	 COU
says 	 O
two 	 O
Marines 	 O
have 	 O
been 	 O
wounded 	 O
during 	 O
an 	 O
ambush 	 O
by 	 O
suspected 	 O
Taleban 	 ORG
fighters 	 O
north 	 O
of 	 O
Jalalabad 	 CIT
. 	 O
A 	 O
U.S. 	 COU
statement 	 O
says 	 O
the 	 O
Marines 	 O
came 	 O
under 	 O
fire 	 O
Saturday 	 O
evening 	 O
while 	 O
conducting 	 O
a 	 O
routine 	 O
security 	 O
patrol 	 O
, 	 O
and 	 O
the 	 O
assailants 	 O
retreated 	 O
. 	 O
Both 	 O
Marines 	 O
received 	 O
shrapnel 	 O
wounds 	 O
to 	 O
the 	 O
shoulder 	 O
and 	 O
were 	 O
treated 	 O
at 	 O
the 	 O
scene 	 O
before 	 O
continuing 	 O
with 	 O
their 	 O
mission 	 O
. 	 O
U.S. 	 ORG
and 	 O
Afghan 	 ORG
government 	 ORG
troops 	 O
clash 	 O
regularly 	 O
with 	 O
insurgents 	 O
in 	 O
southern 	 O
and 	 O
eastern 	 O
Afghanistan 	 COU
bordering 	 O
Pakistan 	 COU
. 	 O
Violence 	 O
has 	 O
declined 	 O
during 	 O
the 	 O
winter 	 O
. 	 O
But 	 O
Taleban 	 ORG
officials 	 O
have 	 O
vowed 	 O
that 	 O
attacks 	 O
will 	 O
intensify 	 O
when 	 O
the 	 O
weather 	 O
improves 	 O
. 	 O

Afghan 	 ORG
police 	 ORG
say 	 O
Taliban 	 ORG
